# Current_Dump_NR.csv run at 2013-08-28 07:00:00 PST on 804 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
l56_tpn_tm,-19.335088,-19.162267,19.335088,19.162267,0.000000,0.000000
triplex_l58,0.000000,0.000000,-1.995593,-1.915178,0.000000,0.000000
l58_tpn_tm,-19.339460,-19.067279,19.339460,19.067279,0.000000,0.000000
triplex_l59,0.000000,0.000000,-1.995953,-1.915399,0.000000,0.000000
l59_tpn_tm,-19.343114,-19.069536,19.343114,19.069536,0.000000,0.000000
triplex_l60,2.536928,-0.843930,0.000000,0.000000,0.000000,0.000000
l60_tpn_tm,25.019672,-7.950605,-25.019672,7.950605,0.000000,0.000000
triplex_l62,0.000000,0.000000,0.000000,0.000000,-1.290107,5.206258
l62_tpn_tm,-13.138895,51.518665,13.138895,-51.518665,0.000000,0.000000
triplex_l63,5.023431,-1.633403,0.000000,0.000000,0.000000,0.000000
l63_tpn_tm,49.903702,-15.852115,-49.903702,15.852115,0.000000,0.000000
triplex_l64,0.000000,0.000000,-7.182318,-6.945057,0.000000,0.000000
l64_tpn_tm,-71.249487,-69.407802,71.249487,69.407802,0.000000,0.000000
triplex_l66,0.000000,0.000000,0.000000,0.000000,-2.388939,9.522277
l66_tpn_tm,-24.134377,94.713545,24.134377,-94.713545,0.000000,0.000000
triplex_l68,2.584619,-0.877236,0.000000,0.000000,0.000000,0.000000
l68_tpn_tm,25.492118,-8.271061,-25.492118,8.271061,0.000000,0.000000
triplex_l69,5.117593,-1.703596,0.000000,0.000000,0.000000,0.000000
l69_tpn_tm,50.841447,-16.541107,-50.841447,16.541107,0.000000,0.000000
triplex_l70,2.581906,-0.877737,0.000000,0.000000,0.000000,0.000000
l70_tpn_tm,25.465518,-8.276303,-25.465518,8.276303,0.000000,0.000000
triplex_l71,5.114370,-1.704321,0.000000,0.000000,0.000000,0.000000
l71_tpn_tm,50.809552,-16.548519,-50.809552,16.548519,0.000000,0.000000
triplex_l73,0.000000,0.000000,0.000000,0.000000,-1.296199,5.310736
l73_tpn_tm,-13.206521,52.553319,13.206521,-52.553319,0.000000,0.000000
triplex_l74,0.000000,0.000000,0.000000,0.000000,-1.294003,5.308466
l74_tpn_tm,-13.184602,52.530950,13.184602,-52.530950,0.000000,0.000000
triplex_l75,0.000000,0.000000,0.000000,0.000000,-1.293586,5.309748
l75_tpn_tm,-13.180462,52.543990,13.180462,-52.543990,0.000000,0.000000
triplex_l77,0.000000,0.000000,-4.020987,-3.849546,0.000000,0.000000
l77_tpn_tm,-39.596911,-38.428662,39.596911,38.428662,0.000000,0.000000
triplex_l79,5.107223,-1.722847,0.000000,0.000000,0.000000,0.000000
l79_tpn_tm,50.739983,-16.732662,-50.739983,16.732662,0.000000,0.000000
triplex_l80,0.000000,0.000000,-4.020661,-3.848916,0.000000,0.000000
l80_tpn_tm,-39.593741,-38.422405,39.593741,38.422405,0.000000,0.000000
triplex_l82,5.107862,-1.724765,0.000000,0.000000,0.000000,0.000000
l82_tpn_tm,50.746484,-16.751675,-50.746484,16.751675,0.000000,0.000000
triplex_l83,0.000000,0.000000,0.000000,0.000000,-0.633788,2.687108
l83_tpn_tm,-6.577982,26.298398,6.577982,-26.298398,0.000000,0.000000
triplex_l84,0.000000,0.000000,0.000000,0.000000,-0.632325,2.685487
l84_tpn_tm,-6.563425,26.282626,6.563425,-26.282626,0.000000,0.000000
triplex_l85,0.000000,0.000000,0.000000,0.000000,-1.281814,5.301793
l85_tpn_tm,-13.063263,52.465839,13.063263,-52.465839,0.000000,0.000000
triplex_l86,0.000000,0.000000,-2.042358,-1.936061,0.000000,0.000000
l86_tpn_tm,-19.795746,-19.278491,19.795746,19.278491,0.000000,0.000000
triplex_l87,0.000000,0.000000,-4.012306,-3.855610,0.000000,0.000000
l87_tpn_tm,-39.510238,-38.488136,39.510238,38.488136,0.000000,0.000000
triplex_l88,5.080313,-1.764578,0.000000,0.000000,0.000000,0.000000
l88_tpn_tm,50.476058,-17.148130,-50.476058,17.148130,0.000000,0.000000
triplex_l90,0.000000,0.000000,-4.008169,-3.854406,0.000000,0.000000
l90_tpn_tm,-39.469387,-38.475941,39.469387,38.475941,0.000000,0.000000
triplex_l92,0.000000,0.000000,0.000000,0.000000,-1.219188,5.272642
l92_tpn_tm,-12.440484,52.181266,12.440484,-52.181266,0.000000,0.000000
triplex_l94,5.100312,-1.760810,0.000000,0.000000,0.000000,0.000000
l94_tpn_tm,50.674174,-17.109578,-50.674174,17.109578,0.000000,0.000000
triplex_l95,0.000000,0.000000,-2.037382,-1.936499,0.000000,0.000000
l95_tpn_tm,-19.746810,-19.282125,19.746810,19.282125,0.000000,0.000000
triplex_l96,0.000000,0.000000,-2.037511,-1.936493,0.000000,0.000000
l96_tpn_tm,-19.748139,-19.282092,19.748139,19.282092,0.000000,0.000000
triplex_l98,5.114431,-1.709226,0.000000,0.000000,0.000000,0.000000
l98_tpn_tm,50.810670,-16.597350,-50.810670,16.597350,0.000000,0.000000
triplex_l99,0.000000,0.000000,-4.033291,-3.845098,0.000000,0.000000
l99_tpn_tm,-39.718910,-38.385350,39.718910,38.385350,0.000000,0.000000
triplex_l100,0.000000,0.000000,0.000000,0.000000,-1.313724,5.323045
l100_tpn_tm,-13.380995,52.674373,13.380995,-52.674373,0.000000,0.000000
triplex_l102,0.000000,0.000000,0.000000,0.000000,-0.650011,2.694948
l102_tpn_tm,-6.738315,26.373202,6.738315,-26.373202,0.000000,0.000000
triplex_l103,0.000000,0.000000,0.000000,0.000000,-1.315912,5.318422
l103_tpn_tm,-13.402414,52.628235,13.402414,-52.628235,0.000000,0.000000
triplex_l104,0.000000,0.000000,0.000000,0.000000,-1.314089,5.317329
l104_tpn_tm,-13.384237,52.617656,13.384237,-52.617656,0.000000,0.000000
triplex_l106,0.000000,0.000000,-4.046902,-3.814811,0.000000,0.000000
l106_tpn_tm,-39.855896,-38.086061,39.855896,38.086061,0.000000,0.000000
triplex_l107,0.000000,0.000000,-4.046321,-3.775702,0.000000,0.000000
l107_tpn_tm,-39.852973,-37.698406,39.852973,37.698406,0.000000,0.000000
triplex_l109,5.042587,-1.748241,0.000000,0.000000,0.000000,0.000000
l109_tpn_tm,50.101090,-16.988833,-50.101090,16.988833,0.000000,0.000000
triplex_l111,2.532629,-0.904978,0.000000,0.000000,0.000000,0.000000
l111_tpn_tm,24.985405,-8.550410,-24.985405,8.550410,0.000000,0.000000
triplex_l112,2.528835,-0.906999,0.000000,0.000000,0.000000,0.000000
l112_tpn_tm,24.948469,-8.570811,-24.948469,8.570811,0.000000,0.000000
triplex_l113,4.975796,-1.780464,0.000000,0.000000,0.000000,0.000000
l113_tpn_tm,49.441454,-17.313049,-49.441454,17.313049,0.000000,0.000000
triplex_l114,2.498995,-0.920868,0.000000,0.000000,0.000000,0.000000
l114_tpn_tm,24.657407,-8.711020,-24.657407,8.711020,0.000000,0.000000
sw13152,315.371025,-88.054361,-154.451716,-134.858233,-51.850266,206.022277
sw18135,139.819348,-31.994238,-137.211210,-67.671532,-5.297920,100.961724
sw60160,277.329044,-61.381884,-125.015375,-115.306019,-46.833691,164.136943
sw61611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw97197,107.222714,-14.670090,-51.849903,-76.370934,-3.280012,13.330699
sw1491149,502.745488,-133.860606,-340.976710,-280.773455,-108.338167,421.331568
sw250251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw450451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw300350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw95195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tran611610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
reg1501491,515.314125,-137.207121,-349.501128,-287.792791,-111.046621,431.864857
reg252601,5.418051,-1.621592,0.000000,0.000000,-1.390773,5.580370
reg91401,8.272113,-2.360442,0.000000,0.000000,0.000000,0.000000
reg1606701,277.329044,-61.381884,-125.015375,-115.306019,-46.833691,164.136943
swEV6,89.643872,-8.408539,0.000000,0.000000,0.000000,0.000000
swEV5,0.000000,0.000000,-43.756681,-68.780421,0.000000,0.000000
swEV4,0.000000,0.000000,0.000000,0.000000,-38.560062,73.956087
swEV3,83.643222,-6.781880,0.000000,0.000000,0.000000,0.000000
swEV2,0.000000,0.000000,-41.444113,-70.513131,0.000000,0.000000
swEV1,0.000000,0.000000,0.000000,0.000000,-40.206030,71.743677
