# Volt_Dump_NR.csv run at 2013-08-28 18:00:00 PST on 804 powerflow objects (not all are nodes)
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
n97,2315.818825,-226.666310,-1324.110911,-2061.271066,-1100.190272,2115.821061
n101,2310.972161,-231.190214,-1327.818668,-2058.283273,-1101.494134,2115.159547
n105,2304.799068,-236.056944,-1332.880800,-2054.923941,-1105.043084,2114.841407
n108,2298.968376,-244.236349,-1334.875571,-2057.904181,-1107.146103,2111.541701
n110,2268.744164,-264.377405,0.000000,0.000000,0.000000,0.000000
n135,2346.447046,-126.738778,-1261.655540,-2062.083759,-1130.648285,2086.842016
n149,2461.303863,-1.090496,-1231.393465,-2130.952867,-1229.920895,2131.831241
n1491,2461.303863,-1.090496,-1231.393465,-2130.952867,-1229.920895,2131.831241
n150,2401.272061,-1.063899,-1201.359478,-2078.978407,-1199.922825,2079.835357
n151,2326.756782,-143.496076,-1261.080209,-2041.373116,-1108.952711,2080.453702
n152,2362.873864,-103.135079,-1258.458049,-2078.530288,-1146.339384,2100.282190
n160,2276.156784,-199.552018,-1283.329143,-2022.939890,-1081.269803,2072.290890
n195,2310.777789,-251.433021,-1314.711978,-2050.010315,-1060.420198,2108.542964
n197,2315.818825,-226.666310,-1324.110911,-2061.271066,-1100.190272,2115.821061
n250,2344.165109,-134.183457,-1261.010000,-2064.775886,-1123.660041,2081.811087
n251,2344.165109,-134.183457,-1261.010000,-2064.775886,-1123.660041,2081.811087
n300,2298.968376,-244.236349,-1334.875571,-2057.904181,-1107.146103,2111.541701
n350,2298.968376,-244.236349,-1334.875571,-2057.904181,-1107.146103,2111.541701
n450,2316.266250,-226.571062,-1323.623635,-2059.070692,-1097.467522,2115.993488
n451,2316.266250,-226.571062,-1323.623635,-2059.070692,-1097.467522,2115.993488
n610,266.035097,-17.248271,-144.674818,-227.639179,-121.360279,244.887450
n611,2276.156784,-199.552018,-1283.329143,-2022.939890,-1081.269803,2072.290890
l1,2428.157512,-34.660263,-1241.157511,-2109.600285,-1196.808196,2122.579981
l1_tn,120.081741,-2.041985,120.081741,-2.041985,0.000000,0.000000
l1_tm,120.081741,-2.041985,120.081741,-2.041985,0.000000,0.000000
l1_tpn,120.450796,-2.023368,120.450796,-2.023368,0.000000,0.000000
l2,0.000000,0.000000,-1242.473560,-2104.169529,0.000000,0.000000
l2_tn,-61.893469,-104.488104,-61.893469,-104.488104,0.000000,0.000000
l2_tm,-61.893469,-104.488104,-61.893469,-104.488104,0.000000,0.000000
l2_tpn,-61.988145,-104.675707,-61.988145,-104.675707,0.000000,0.000000
l4,0.000000,0.000000,0.000000,0.000000,-1185.908586,2118.432702
l4_tn,-58.339255,104.890429,-58.339255,104.890429,0.000000,0.000000
l4_tm,-58.339255,104.890429,-58.339255,104.890429,0.000000,0.000000
l4_tpn,-58.565192,105.239078,-58.565192,105.239078,0.000000,0.000000
l5,0.000000,0.000000,0.000000,0.000000,-1175.325389,2115.091325
l5_tn,-58.264190,105.194151,-58.264190,105.194151,0.000000,0.000000
l5_tm,-58.264190,105.194151,-58.264190,105.194151,0.000000,0.000000
l5_tpn,-58.378960,105.371946,-58.378960,105.371946,0.000000,0.000000
l6,0.000000,0.000000,0.000000,0.000000,-1174.189700,2114.436952
l6_tn,-57.761869,104.693546,-57.761869,104.693546,0.000000,0.000000
l6_tm,-57.761869,104.693546,-57.761869,104.693546,0.000000,0.000000
l6_tpn,-57.984276,105.039332,-57.984276,105.039332,0.000000,0.000000
l7,2402.857997,-61.219643,-1248.014581,-2098.240256,-1178.180200,2113.939652
l7_tn,119.382295,-3.209022,119.382295,-3.209022,0.000000,0.000000
l7_tm,119.382295,-3.209022,119.382295,-3.209022,0.000000,0.000000
l7_tpn,119.620134,-3.199377,119.620134,-3.199377,0.000000,0.000000
l9,2383.572504,-80.129087,0.000000,0.000000,0.000000,0.000000
l9_tn,117.915104,-4.283485,117.915104,-4.283485,0.000000,0.000000
l9_tm,117.915104,-4.283485,117.915104,-4.283485,0.000000,0.000000
l9_tpn,118.232727,-4.273605,118.232727,-4.273605,0.000000,0.000000
l10,2439.619111,-84.096009,0.000000,0.000000,0.000000,0.000000
l10_tn,121.232687,-4.347391,121.232687,-4.347391,0.000000,0.000000
l10_tm,121.232687,-4.347391,121.232687,-4.347391,0.000000,0.000000
l10_tpn,121.448853,-4.340567,121.448853,-4.340567,0.000000,0.000000
l11,2439.045656,-84.415013,0.000000,0.000000,0.000000,0.000000
l11_tn,120.654011,-4.502979,120.654011,-4.502979,0.000000,0.000000
l11_tm,120.654011,-4.502979,120.654011,-4.502979,0.000000,0.000000
l11_tpn,120.984508,-4.493028,120.984508,-4.493028,0.000000,0.000000
l12,0.000000,0.000000,-1252.506244,-2089.945255,0.000000,0.000000
l12_tn,-62.416467,-103.829781,-62.416467,-103.829781,0.000000,0.000000
l12_tm,-62.416467,-103.829781,-62.416467,-103.829781,0.000000,0.000000
l12_tpn,-62.486683,-103.966700,-62.486683,-103.966700,0.000000,0.000000
l16,0.000000,0.000000,0.000000,0.000000,-1142.313903,2097.917870
l16_tn,-56.190917,103.876922,-56.190917,103.876922,0.000000,0.000000
l16_tm,-56.190917,103.876922,-56.190917,103.876922,0.000000,0.000000
l16_tpn,-56.404859,104.215699,-56.404859,104.215699,0.000000,0.000000
l17,0.000000,0.000000,0.000000,0.000000,-1143.200437,2098.437579
l17_tn,-56.681225,104.383979,-56.681225,104.383979,0.000000,0.000000
l17_tm,-56.681225,104.383979,-56.681225,104.383979,0.000000,0.000000
l17_tpn,-56.780547,104.540700,-56.780547,104.540700,0.000000,0.000000
l19,2344.196670,-127.928867,0.000000,0.000000,0.000000,0.000000
l19_tn,115.909270,-6.643538,115.909270,-6.643538,0.000000,0.000000
l19_tm,115.909270,-6.643538,115.909270,-6.643538,0.000000,0.000000
l19_tpn,116.273488,-6.639842,116.273488,-6.639842,0.000000,0.000000
l20,2342.734456,-128.701783,0.000000,0.000000,0.000000,0.000000
l20_tn,115.796662,-6.681850,115.796662,-6.681850,0.000000,0.000000
l20_tm,115.796662,-6.681850,115.796662,-6.681850,0.000000,0.000000
l20_tpn,116.201124,-6.677901,116.201124,-6.677901,0.000000,0.000000
l22,0.000000,0.000000,-1261.643212,-2059.468026,0.000000,0.000000
l22_tn,-62.639990,-101.618825,-62.639990,-101.618825,0.000000,0.000000
l22_tm,-62.639990,-101.618825,-62.639990,-101.618825,0.000000,0.000000
l22_tpn,-62.844981,-102.007814,-62.844981,-102.007814,0.000000,0.000000
l24,0.000000,0.000000,0.000000,0.000000,-1124.423494,2082.896044
l24_tn,-55.335434,103.175218,-55.335434,103.175218,0.000000,0.000000
l24_tm,-55.335434,103.175218,-55.335434,103.175218,0.000000,0.000000
l24_tpn,-55.518816,103.467913,-55.518816,103.467913,0.000000,0.000000
l28,2343.844064,-133.431620,-1261.495044,-2064.382407,-1125.454524,2082.488996
l28_tn,115.850887,-6.915820,115.850887,-6.915820,0.000000,0.000000
l28_tm,115.850887,-6.915820,115.850887,-6.915820,0.000000,0.000000
l28_tpn,116.255587,-6.912672,116.255587,-6.912672,0.000000,0.000000
l29,2343.660668,-134.159061,-1261.392479,-2064.718707,-1124.757094,2081.985103
l29_tn,115.891300,-6.951520,115.891300,-6.951520,0.000000,0.000000
l29_tm,115.891300,-6.951520,115.891300,-6.951520,0.000000,0.000000
l29_tpn,116.246049,-6.948863,116.246049,-6.948863,0.000000,0.000000
l30,2344.165109,-134.183457,-1261.010000,-2064.775886,-1123.660041,2081.811087
l30_tn,-55.245720,103.037783,-55.245720,103.037783,0.000000,0.000000
l30_tm,-55.245720,103.037783,-55.245720,103.037783,0.000000,0.000000
l30_tpn,-55.481646,103.414445,-55.481646,103.414445,0.000000,0.000000
l31,0.000000,0.000000,0.000000,0.000000,-1152.006933,2134.032288
l31_tn,-57.095522,106.120259,-57.095522,106.120259,0.000000,0.000000
l31_tm,-57.095522,106.120259,-57.095522,106.120259,0.000000,0.000000
l31_tpn,-57.216939,106.313484,-57.216939,106.313484,0.000000,0.000000
l32,0.000000,0.000000,0.000000,0.000000,-1151.323046,2133.626131
l32_tn,-57.093823,106.151536,-57.093823,106.151536,0.000000,0.000000
l32_tm,-57.093823,106.151536,-57.093823,106.151536,0.000000,0.000000
l32_tpn,-57.182738,106.293079,-57.182738,106.293079,0.000000,0.000000
l33,2399.767746,-138.582753,0.000000,0.000000,0.000000,0.000000
l33_tn,118.625023,-7.177930,118.625023,-7.177930,0.000000,0.000000
l33_tm,118.625023,-7.177930,118.625023,-7.177930,0.000000,0.000000
l33_tpn,119.029535,-7.175112,119.029535,-7.175112,0.000000,0.000000
l34,0.000000,0.000000,0.000000,0.000000,-1144.660689,2099.296413
l34_tn,-56.309674,103.950033,-56.309674,103.950033,0.000000,0.000000
l34_tm,-56.309674,103.950033,-56.309674,103.950033,0.000000,0.000000
l34_tpn,-56.521085,104.284364,-56.521085,104.284364,0.000000,0.000000
l35,2340.383266,-133.424910,-1261.521979,-2053.653893,-1125.761969,2085.958171
l37,2337.419258,-134.988798,0.000000,0.000000,0.000000,0.000000
l37_tn,115.557041,-6.991836,115.557041,-6.991836,0.000000,0.000000
l37_tm,115.557041,-6.991836,115.557041,-6.991836,0.000000,0.000000
l37_tpn,115.936455,-6.989191,115.936455,-6.989191,0.000000,0.000000
l38,0.000000,0.000000,-1262.700943,-2050.929603,0.000000,0.000000
l38_tn,-62.884296,-101.820365,-62.884296,-101.820365,0.000000,0.000000
l38_tm,-62.884296,-101.820365,-62.884296,-101.820365,0.000000,0.000000
l38_tpn,-62.991771,-102.023885,-62.991771,-102.023885,0.000000,0.000000
l39,0.000000,0.000000,-1262.690666,-2050.073798,0.000000,0.000000
l39_tn,-62.912970,-101.833015,-62.912970,-101.833015,0.000000,0.000000
l39_tm,-62.912970,-101.833015,-62.912970,-101.833015,0.000000,0.000000
l39_tpn,-62.991171,-101.981048,-62.991171,-101.981048,0.000000,0.000000
l41,0.000000,0.000000,0.000000,0.000000,-1121.216529,2084.203824
l41_tn,-55.596598,103.686456,-55.596598,103.686456,0.000000,0.000000
l41_tm,-55.596598,103.686456,-55.596598,103.686456,0.000000,0.000000
l41_tpn,-55.686894,103.830609,-55.686894,103.830609,0.000000,0.000000
l42,2333.182368,-138.026991,-1262.034346,-2047.388073,-1118.508504,2083.376821
l42_tn,115.998292,-7.019965,115.998292,-7.019965,0.000000,0.000000
l42_tm,115.998292,-7.019965,115.998292,-7.019965,0.000000,0.000000
l42_tpn,116.146017,-7.018937,116.146017,-7.018937,0.000000,0.000000
l43,0.000000,0.000000,-1262.003501,-2044.784825,0.000000,0.000000
l43_tn,-62.639600,-100.862718,-62.639600,-100.862718,0.000000,0.000000
l43_tm,-62.639600,-100.862718,-62.639600,-100.862718,0.000000,0.000000
l43_tpn,-62.861035,-101.279529,-62.861035,-101.279529,0.000000,0.000000
l45,2329.676562,-140.350154,0.000000,0.000000,0.000000,0.000000
l45_tn,115.770622,-7.135482,115.770622,-7.135482,0.000000,0.000000
l45_tm,115.770622,-7.135482,115.770622,-7.135482,0.000000,0.000000
l45_tpn,115.971509,-7.134308,115.971509,-7.134308,0.000000,0.000000
l46,2328.997074,-140.703632,0.000000,0.000000,0.000000,0.000000
l46_tn,115.753648,-7.152930,115.753648,-7.152930,0.000000,0.000000
l46_tm,115.753648,-7.152930,115.753648,-7.152930,0.000000,0.000000
l46_tpn,115.937600,-7.151884,115.937600,-7.151884,0.000000,0.000000
l47,2327.849925,-141.596215,-1261.761429,-2042.516856,-1111.770757,2081.009325
l48,2327.176578,-141.868923,-1261.643794,-2041.796677,-1111.169864,2080.748383
l49,2326.996836,-142.870051,-1261.245012,-2041.112207,-1109.554897,2080.796569
l50,2327.015380,-143.202673,-1260.985536,-2041.253754,-1108.863512,2080.561126
l50_tn,-54.535723,103.008271,-54.535723,103.008271,0.000000,0.000000
l50_tm,-54.535723,103.008271,-54.535723,103.008271,0.000000,0.000000
l50_tpn,-54.747499,103.350355,-54.747499,103.350355,0.000000,0.000000
l51,2326.756782,-143.496076,-1261.080209,-2041.373116,-1108.952711,2080.453702
l51_tn,115.635368,-7.291599,115.635368,-7.291599,0.000000,0.000000
l51_tm,115.635368,-7.291599,115.635368,-7.291599,0.000000,0.000000
l51_tpn,115.825909,-7.290755,115.825909,-7.290755,0.000000,0.000000
l52,2340.646133,-124.678441,-1266.296466,-2069.001897,-1131.446532,2093.925112
l52_tn,115.696624,-6.482653,115.696624,-6.482653,0.000000,0.000000
l52_tm,115.696624,-6.482653,115.696624,-6.482653,0.000000,0.000000
l52_tpn,116.097996,-6.478064,116.097996,-6.478064,0.000000,0.000000
l53,2329.940239,-134.971089,-1270.055029,-2064.005614,-1123.859502,2090.919213
l53_tn,115.185827,-6.989968,115.185827,-6.989968,0.000000,0.000000
l53_tm,115.185827,-6.989968,115.185827,-6.989968,0.000000,0.000000
l53_tpn,115.565398,-6.987389,115.565398,-6.987389,0.000000,0.000000
l55,2323.130138,-141.253700,-1272.565403,-2060.482650,-1119.196528,2089.189175
l55_tn,115.437800,-7.179972,115.437800,-7.179972,0.000000,0.000000
l55_tm,115.437800,-7.179972,115.437800,-7.179972,0.000000,0.000000
l55_tpn,115.645548,-7.178874,115.645548,-7.178874,0.000000,0.000000
l56,2323.039684,-141.072961,-1272.715335,-2060.067499,-1119.265615,2089.348816
l56_tn,-63.399586,-102.305818,-63.399586,-102.305818,0.000000,0.000000
l56_tm,-63.399586,-102.305818,-63.399586,-102.305818,0.000000,0.000000
l56_tpn,-63.490895,-102.478089,-63.490895,-102.478089,0.000000,0.000000
l58,0.000000,0.000000,-1276.062705,-2046.664892,0.000000,0.000000
l58_tn,-63.541689,-101.595921,-63.541689,-101.595921,0.000000,0.000000
l58_tm,-63.541689,-101.595921,-63.541689,-101.595921,0.000000,0.000000
l58_tpn,-63.656713,-101.810787,-63.656713,-101.810787,0.000000,0.000000
l59,0.000000,0.000000,-1276.051095,-2046.005648,0.000000,0.000000
l59_tn,-63.579210,-101.634167,-63.579210,-101.634167,0.000000,0.000000
l59_tm,-63.579210,-101.634167,-63.579210,-101.634167,0.000000,0.000000
l59_tpn,-63.656049,-101.777670,-63.656049,-101.777670,0.000000,0.000000
l60,2276.156784,-199.552018,-1283.329143,-2022.939890,-1081.269803,2072.290890
l60_tn,113.159839,-10.075275,113.159839,-10.075275,0.000000,0.000000
l60_tm,113.159839,-10.075275,113.159839,-10.075275,0.000000,0.000000
l60_tpn,113.302970,-10.078339,113.302970,-10.078339,0.000000,0.000000
l62,2274.348349,-198.560402,-1281.764673,-2021.305890,-1080.078220,2068.915447
l62_tn,-53.169182,102.519729,-53.169182,102.519729,0.000000,0.000000
l62_tm,-53.169182,102.519729,-53.169182,102.519729,0.000000,0.000000
l62_tpn,-53.320235,102.768411,-53.320235,102.768411,0.000000,0.000000
l63,2273.088933,-197.863365,-1280.660197,-2020.154173,-1079.453379,2067.040857
l63_tn,112.459564,-10.094395,112.459564,-10.094395,0.000000,0.000000
l63_tm,112.459564,-10.094395,112.459564,-10.094395,0.000000,0.000000
l63_tpn,112.736204,-10.100514,112.736204,-10.100514,0.000000,0.000000
l64,2271.595498,-196.637951,-1278.448022,-2017.874486,-1078.205734,2063.277916
l64_tn,-63.184584,-98.632966,-63.184584,-98.632966,0.000000,0.000000
l64_tm,-63.184584,-98.632966,-63.184584,-98.632966,0.000000,0.000000
l64_tpn,-63.502246,-99.211221,-63.502246,-99.211221,0.000000,0.000000
l65,2269.729571,-195.131139,-1277.187297,-2017.040578,-1076.743206,2058.727441
l66,2269.707613,-195.140965,-1277.218929,-2017.067354,-1076.035831,2057.075534
l66_tn,-52.250117,101.120098,-52.250117,101.120098,0.000000,0.000000
l66_tm,-52.250117,101.120098,-52.250117,101.120098,0.000000,0.000000
l66_tpn,-52.589952,101.681477,-52.589952,101.681477,0.000000,0.000000
l68,2318.255219,-223.113592,0.000000,0.000000,0.000000,0.000000
l68_tn,115.225482,-11.248760,115.225482,-11.248760,0.000000,0.000000
l68_tm,115.225482,-11.248760,115.225482,-11.248760,0.000000,0.000000
l68_tpn,115.397569,-11.253909,115.397569,-11.253909,0.000000,0.000000
l69,2315.119420,-224.604222,0.000000,0.000000,0.000000,0.000000
l69_tn,114.396980,-11.418364,114.396980,-11.418364,0.000000,0.000000
l69_tm,114.396980,-11.418364,114.396980,-11.418364,0.000000,0.000000
l69_tpn,114.819204,-11.431914,114.819204,-11.431914,0.000000,0.000000
l70,2312.893833,-225.660952,0.000000,0.000000,0.000000,0.000000
l70_tn,114.932641,-11.374177,114.932641,-11.374177,0.000000,0.000000
l70_tm,114.932641,-11.374177,114.932641,-11.374177,0.000000,0.000000
l70_tpn,115.130571,-11.380362,115.130571,-11.380362,0.000000,0.000000
l71,2311.642469,-226.255524,0.000000,0.000000,0.000000,0.000000
l71_tn,114.223538,-11.499464,114.223538,-11.499464,0.000000,0.000000
l71_tm,114.223538,-11.499464,114.223538,-11.499464,0.000000,0.000000
l71_tpn,114.646498,-11.513399,114.646498,-11.513399,0.000000,0.000000
l73,0.000000,0.000000,0.000000,0.000000,-1087.305212,2112.108345
l73_tn,-53.435267,104.513898,-53.435267,104.513898,0.000000,0.000000
l73_tm,-53.435267,104.513898,-53.435267,104.513898,0.000000,0.000000
l73_tpn,-53.674539,104.913021,-53.674539,104.913021,0.000000,0.000000
l74,0.000000,0.000000,0.000000,0.000000,-1084.245647,2110.210472
l74_tn,-53.280176,104.412696,-53.280176,104.412696,0.000000,0.000000
l74_tm,-53.280176,104.412696,-53.280176,104.412696,0.000000,0.000000
l74_tpn,-53.523026,104.818510,-53.523026,104.818510,0.000000,0.000000
l75,0.000000,0.000000,0.000000,0.000000,-1082.497008,2109.125344
l75_tn,-53.274771,104.494898,-53.274771,104.494898,0.000000,0.000000
l75_tm,-53.274771,104.494898,-53.274771,104.494898,0.000000,0.000000
l75_tpn,-53.435499,104.763701,-53.435499,104.763701,0.000000,0.000000
l76,2315.048358,-232.728286,-1318.037534,-2057.787878,-1086.648743,2113.118492
l77,2314.144107,-233.777111,-1318.520944,-2056.129969,-1085.266636,2112.671603
l77_tn,-65.515297,-101.561993,-65.515297,-101.561993,0.000000,0.000000
l77_tm,-65.515297,-101.561993,-65.515297,-101.561993,0.000000,0.000000
l77_tpn,-65.666025,-101.834326,-65.666025,-101.834326,0.000000,0.000000
l79,2313.479610,-234.659737,-1318.699123,-2056.206702,-1085.064156,2112.192771
l79_tn,114.329127,-11.915719,114.329127,-11.915719,0.000000,0.000000
l79_tm,114.329127,-11.915719,114.329127,-11.915719,0.000000,0.000000
l79_tpn,114.736487,-11.930572,114.736487,-11.930572,0.000000,0.000000
l80,2314.099948,-234.825177,-1318.240703,-2055.117181,-1082.596977,2111.884923
l80_tn,-65.506043,-101.520437,-65.506043,-101.520437,0.000000,0.000000
l80_tm,-65.506043,-101.520437,-65.506043,-101.520437,0.000000,0.000000
l80_tpn,-65.651983,-101.784040,-65.651983,-101.784040,0.000000,0.000000
l82,2314.083965,-236.600038,-1317.463777,-2055.893399,-1079.919125,2110.416335
l82_tn,114.391918,-12.013039,114.391918,-12.013039,0.000000,0.000000
l82_tm,114.391918,-12.013039,114.391918,-12.013039,0.000000,0.000000
l82_tpn,114.765997,-12.026973,114.765997,-12.026973,0.000000,0.000000
l83,2314.263315,-236.614507,-1317.310347,-2055.914411,-1079.533838,2110.339053
l83_tn,-53.511500,104.964098,-53.511500,104.964098,0.000000,0.000000
l83_tm,-53.511500,104.964098,-53.511500,104.964098,0.000000,0.000000
l83_tpn,-53.610190,105.129155,-53.610190,105.129155,0.000000,0.000000
l84,0.000000,0.000000,0.000000,0.000000,-1075.673735,2108.011095
l84_tn,-53.302704,104.819386,-53.302704,104.819386,0.000000,0.000000
l84_tm,-53.302704,104.819386,-53.302704,104.819386,0.000000,0.000000
l84_tpn,-53.418251,105.013086,-53.418251,105.013086,0.000000,0.000000
l85,0.000000,0.000000,0.000000,0.000000,-1073.607312,2106.720411
l85_tn,-52.805017,104.323507,-52.805017,104.323507,0.000000,0.000000
l85_tm,-52.805017,104.323507,-52.805017,104.323507,0.000000,0.000000
l85_tpn,-52.995111,104.643536,-52.995111,104.643536,0.000000,0.000000
l86,2310.332809,-244.297264,-1317.216939,-2054.689757,-1076.607409,2110.605488
l86_tn,-65.617610,-102.047264,-65.617610,-102.047264,0.000000,0.000000
l86_tm,-65.617610,-102.047264,-65.617610,-102.047264,0.000000,0.000000
l86_tpn,-65.706031,-102.207573,-65.706031,-102.207573,0.000000,0.000000
l87,2308.003672,-251.821949,-1316.983613,-2053.710763,-1069.911119,2107.730125
l87_tn,-65.384696,-101.345165,-65.384696,-101.345165,0.000000,0.000000
l87_tm,-65.384696,-101.345165,-65.384696,-101.345165,0.000000,0.000000
l87_tpn,-65.589590,-101.715306,-65.589590,-101.715306,0.000000,0.000000
l88,2302.999251,-255.599805,0.000000,0.000000,0.000000,0.000000
l88_tn,113.798859,-12.948974,113.798859,-12.948974,0.000000,0.000000
l88_tm,113.798859,-12.948974,113.798859,-12.948974,0.000000,0.000000
l88_tpn,114.213964,-12.968039,114.213964,-12.968039,0.000000,0.000000
l90,0.000000,0.000000,-1315.427322,-2050.897829,0.000000,0.000000
l90_tn,-65.322923,-101.234205,-65.322923,-101.234205,0.000000,0.000000
l90_tm,-65.322923,-101.234205,-65.322923,-101.234205,0.000000,0.000000
l90_tpn,-65.511989,-101.575698,-65.511989,-101.575698,0.000000,0.000000
l92,0.000000,0.000000,0.000000,0.000000,-1049.988442,2104.510401
l92_tn,-51.651394,104.235329,-51.651394,104.235329,0.000000,0.000000
l92_tm,-51.651394,104.235329,-51.651394,104.235329,0.000000,0.000000
l92_tpn,-51.823484,104.530741,-51.823484,104.530741,0.000000,0.000000
l94,2309.644353,-252.340577,0.000000,0.000000,0.000000,0.000000
l94_tn,114.245811,-12.794303,114.245811,-12.794303,0.000000,0.000000
l94_tm,114.245811,-12.794303,114.245811,-12.794303,0.000000,0.000000
l94_tpn,114.543228,-12.807434,114.543228,-12.807434,0.000000,0.000000
l95,2310.777789,-251.433021,-1314.711978,-2050.010315,-1060.420198,2108.542964
l95_tn,-65.482907,-101.796993,-65.482907,-101.796993,0.000000,0.000000
l95_tm,-65.482907,-101.796993,-65.482907,-101.796993,0.000000,0.000000
l95_tpn,-65.581036,-101.974825,-65.581036,-101.974825,0.000000,0.000000
l96,0.000000,0.000000,-1314.695832,-2049.478039,0.000000,0.000000
l96_tn,-65.498723,-101.800617,-65.498723,-101.800617,0.000000,0.000000
l96_tm,-65.498723,-101.800617,-65.498723,-101.800617,0.000000,0.000000
l96_tpn,-65.580178,-101.948199,-65.580178,-101.948199,0.000000,0.000000
l98,2315.455145,-227.031416,-1324.226606,-2060.678447,-1099.734014,2115.769648
l98_tn,114.556683,-11.543507,114.556683,-11.543507,0.000000,0.000000
l98_tm,114.556683,-11.543507,114.556683,-11.543507,0.000000,0.000000
l98_tpn,114.834541,-11.552686,114.834541,-11.552686,0.000000,0.000000
l99,2315.898648,-226.523259,-1324.053176,-2059.038969,-1098.391029,2116.172219
l99_tn,-65.726764,-101.593067,-65.726764,-101.593067,0.000000,0.000000
l99_tm,-65.726764,-101.593067,-65.726764,-101.593067,0.000000,0.000000
l99_tpn,-65.940996,-101.978925,-65.940996,-101.978925,0.000000,0.000000
l100,2316.266250,-226.571062,-1323.623635,-2059.070692,-1097.467522,2115.993488
l100_tn,-54.009709,104.828629,-54.009709,104.828629,0.000000,0.000000
l100_tm,-54.009709,104.828629,-54.009709,104.828629,0.000000,0.000000
l100_tpn,-54.177412,105.106400,-54.177412,105.106400,0.000000,0.000000
l102,0.000000,0.000000,0.000000,0.000000,-1099.017679,2113.636964
l102_tn,-54.484700,105.137622,-54.484700,105.137622,0.000000,0.000000
l102_tm,-54.484700,105.137622,-54.484700,105.137622,0.000000,0.000000
l102_tpn,-54.579970,105.294577,-54.579970,105.294577,0.000000,0.000000
l103,0.000000,0.000000,0.000000,0.000000,-1096.161994,2111.881233
l103_tn,-53.898798,104.546966,-53.898798,104.546966,0.000000,0.000000
l103_tm,-53.898798,104.546966,-53.898798,104.546966,0.000000,0.000000
l103_tpn,-54.113665,104.902646,-54.113665,104.902646,0.000000,0.000000
l104,0.000000,0.000000,0.000000,0.000000,-1093.088456,2109.989986
l104_tn,-53.781263,104.510031,-53.781263,104.510031,0.000000,0.000000
l104_tm,-53.781263,104.510031,-53.781263,104.510031,0.000000,0.000000
l104_tpn,-53.961030,104.808111,-53.961030,104.808111,0.000000,0.000000
l106,0.000000,0.000000,-1334.162682,-2046.050984,0.000000,0.000000
l106_tn,-66.226721,-100.953294,-66.226721,-100.953294,0.000000,0.000000
l106_tm,-66.226721,-100.953294,-66.226721,-100.953294,0.000000,0.000000
l106_tpn,-66.440867,-101.333285,-66.440867,-101.333285,0.000000,0.000000
l107,0.000000,0.000000,-1337.550268,-2026.417133,0.000000,0.000000
l107_tn,-66.426619,-100.043435,-66.426619,-100.043435,0.000000,0.000000
l107_tm,-66.426619,-100.043435,-66.426619,-100.043435,0.000000,0.000000
l107_tpn,-66.606342,-100.358247,-66.606342,-100.358247,0.000000,0.000000
l109,2280.018906,-256.693775,0.000000,0.000000,0.000000,0.000000
