# Volt_Dump_NR.csv run at 2013-08-28 12:00:00 PST on 804 powerflow objects (not all are nodes)
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
l28_tn,115.826296,-6.935053,115.826296,-6.935053,0.000000,0.000000
l28_tm,115.826296,-6.935053,115.826296,-6.935053,0.000000,0.000000
l28_tpn,116.233108,-6.931961,116.233108,-6.931961,0.000000,0.000000
l29,2343.299039,-134.526174,-1261.497342,-2064.629072,-1124.474788,2081.820591
l29_tn,115.866912,-6.970943,115.866912,-6.970943,0.000000,0.000000
l29_tm,115.866912,-6.970943,115.866912,-6.970943,0.000000,0.000000
l29_tpn,116.223512,-6.968335,116.223512,-6.968335,0.000000,0.000000
l30,2343.806111,-134.550735,-1261.112870,-2064.686578,-1123.372022,2081.645584
l30_tn,-55.226730,103.024334,-55.226730,103.024334,0.000000,0.000000
l30_tm,-55.226730,103.024334,-55.226730,103.024334,0.000000,0.000000
l30_tpn,-55.463858,103.402990,-55.463858,103.402990,0.000000,0.000000
l31,0.000000,0.000000,0.000000,0.000000,-1151.712951,2133.863582
l31_tn,-57.078445,106.109158,-57.078445,106.109158,0.000000,0.000000
l31_tm,-57.078445,106.109158,-57.078445,106.109158,0.000000,0.000000
l31_tpn,-57.200486,106.303411,-57.200486,106.303411,0.000000,0.000000
l32,0.000000,0.000000,0.000000,0.000000,-1151.025508,2133.455263
l32_tn,-57.076736,106.140600,-57.076736,106.140600,0.000000,0.000000
l32_tm,-57.076736,106.140600,-57.076736,106.140600,0.000000,0.000000
l32_tpn,-57.166107,106.282897,-57.166107,106.282897,0.000000,0.000000
l33,2399.383999,-138.964183,0.000000,0.000000,0.000000,0.000000
l33_tn,118.599175,-7.198078,118.599175,-7.198078,0.000000,0.000000
l33_tm,118.599175,-7.198078,118.599175,-7.198078,0.000000,0.000000
l33_tpn,119.005795,-7.195319,119.005795,-7.195319,0.000000,0.000000
l34,0.000000,0.000000,0.000000,0.000000,-1144.426177,2099.189025
l34_tn,-56.293391,103.939668,-56.293391,103.939668,0.000000,0.000000
l34_tm,-56.293391,103.939668,-56.293391,103.939668,0.000000,0.000000
l34_tpn,-56.505891,104.275778,-56.505891,104.275778,0.000000,0.000000
l35,2340.025449,-133.763213,-1261.631988,-2053.544333,-1125.507550,2085.817679
l37,2337.045689,-135.334684,0.000000,0.000000,0.000000,0.000000
l37_tn,115.531951,-7.010196,115.531951,-7.010196,0.000000,0.000000
l37_tm,115.531951,-7.010196,115.531951,-7.010196,0.000000,0.000000
l37_tpn,115.913342,-7.007603,115.913342,-7.007603,0.000000,0.000000
l38,0.000000,0.000000,-1262.817098,-2050.805338,0.000000,0.000000
l38_tn,-62.888963,-101.810693,-62.888963,-101.810693,0.000000,0.000000
l38_tm,-62.888963,-101.810693,-62.888963,-101.810693,0.000000,0.000000
l38_tpn,-62.997029,-102.015297,-62.997029,-102.015297,0.000000,0.000000
l39,0.000000,0.000000,-1262.806724,-2049.944972,0.000000,0.000000
l39_tn,-62.917792,-101.823410,-62.917792,-101.823410,0.000000,0.000000
l39_tm,-62.917792,-101.823410,-62.917792,-101.823410,0.000000,0.000000
l39_tpn,-62.996424,-101.972232,-62.996424,-101.972232,0.000000,0.000000
l41,0.000000,0.000000,0.000000,0.000000,-1120.954922,2084.059185
l41_tn,-55.581334,103.676850,-55.581334,103.676850,0.000000,0.000000
l41_tm,-55.581334,103.676850,-55.581334,103.676850,0.000000,0.000000
l41_tpn,-55.672096,103.821771,-55.672096,103.821771,0.000000,0.000000
l42,2332.814700,-138.373609,-1262.147414,-2047.276771,-1118.249302,2083.232990
l42_tn,115.976903,-7.037837,115.976903,-7.037837,0.000000,0.000000
l42_tm,115.976903,-7.037837,115.976903,-7.037837,0.000000,0.000000
l42_tpn,116.125402,-7.036829,116.125402,-7.036829,0.000000,0.000000
l43,0.000000,0.000000,-1262.116224,-2044.659684,0.000000,0.000000
l43_tn,-62.642923,-100.849568,-62.642923,-100.849568,0.000000,0.000000
l43_tm,-62.642923,-100.849568,-62.642923,-100.849568,0.000000,0.000000
l43_tpn,-62.865574,-101.268585,-62.865574,-101.268585,0.000000,0.000000
l45,2329.301663,-140.702540,0.000000,0.000000,0.000000,0.000000
l45_tn,115.748599,-7.153629,115.748599,-7.153629,0.000000,0.000000
l45_tm,115.748599,-7.153629,115.748599,-7.153629,0.000000,0.000000
l45_tpn,115.950538,-7.152482,115.950538,-7.152482,0.000000,0.000000
l46,2328.618592,-141.057759,0.000000,0.000000,0.000000,0.000000
l46_tn,115.731535,-7.171165,115.731535,-7.171165,0.000000,0.000000
l46_tm,115.731535,-7.171165,115.731535,-7.171165,0.000000,0.000000
l46_tpn,115.916451,-7.170144,115.916451,-7.170144,0.000000,0.000000
l47,2327.479512,-141.947557,-1261.873395,-2042.408217,-1111.506125,2080.862158
l48,2326.806207,-142.220031,-1261.755732,-2041.687970,-1110.905326,2080.601293
l49,2326.626108,-143.223166,-1261.355584,-2041.004367,-1109.286568,2080.647945
l50,2326.644712,-143.557503,-1261.094767,-2041.146663,-1108.591589,2080.411229
l50_tn,-54.517676,102.995768,-54.517676,102.995768,0.000000,0.000000
l50_tm,-54.517676,102.995768,-54.517676,102.995768,0.000000,0.000000
l50_tpn,-54.730534,103.339667,-54.730534,103.339667,0.000000,0.000000
l51,2326.384726,-143.852394,-1261.189949,-2041.266632,-1108.681268,2080.303259
l51_tn,115.613542,-7.309937,115.613542,-7.309937,0.000000,0.000000
l51_tm,115.613542,-7.309937,115.613542,-7.309937,0.000000,0.000000
l51_tpn,115.805081,-7.309121,115.805081,-7.309121,0.000000,0.000000
l52,2340.289724,-124.985741,-1266.406508,-2068.866350,-1131.178165,2093.808327
l52_tn,115.672275,-6.499136,115.672275,-6.499136,0.000000,0.000000
l52_tm,115.672275,-6.499136,115.672275,-6.499136,0.000000,0.000000
l52_tpn,116.075742,-6.494585,116.075742,-6.494585,0.000000,0.000000
l53,2329.554327,-135.297313,-1270.175614,-2063.850333,-1123.569076,2090.795963
l53_tn,115.160142,-7.007349,115.160142,-7.007349,0.000000,0.000000
l53_tm,115.160142,-7.007349,115.160142,-7.007349,0.000000,0.000000
l53_tpn,115.541689,-7.004819,115.541689,-7.004819,0.000000,0.000000
l55,2322.725170,-141.590943,-1272.693408,-2060.312895,-1118.892722,2089.062681
l55_tn,115.414254,-7.197360,115.414254,-7.197360,0.000000,0.000000
l55_tm,115.414254,-7.197360,115.414254,-7.197360,0.000000,0.000000
l55_tpn,115.623087,-7.196290,115.623087,-7.196290,0.000000,0.000000
l56,2322.634246,-141.409238,-1272.844111,-2059.895528,-1118.962166,2089.223176
l56_tn,-63.404959,-102.293927,-63.404959,-102.293927,0.000000,0.000000
l56_tm,-63.404959,-102.293927,-63.404959,-102.293927,0.000000,0.000000
l56_tpn,-63.496772,-102.467112,-63.496772,-102.467112,0.000000,0.000000
l58,0.000000,0.000000,-1276.197592,-2046.445854,0.000000,0.000000
l58_tn,-63.547224,-101.581478,-63.547224,-101.581478,0.000000,0.000000
l58_tm,-63.547224,-101.581478,-63.547224,-101.581478,0.000000,0.000000
l58_tpn,-63.662884,-101.797480,-63.662884,-101.797480,0.000000,0.000000
l59,0.000000,0.000000,-1276.185870,-2045.783115,0.000000,0.000000
l59_tn,-63.584949,-101.619925,-63.584949,-101.619925,0.000000,0.000000
l59_tm,-63.584949,-101.619925,-63.584949,-101.619925,0.000000,0.000000
l59_tpn,-63.662213,-101.764187,-63.662213,-101.764187,0.000000,0.000000
l60,2275.635002,-199.994641,-1283.478033,-2022.646393,-1080.850749,2072.129491
l60_tn,113.130837,-10.097811,113.130837,-10.097811,0.000000,0.000000
l60_tm,113.130837,-10.097811,113.130837,-10.097811,0.000000,0.000000
l60_tpn,113.274709,-10.100922,113.274709,-10.100922,0.000000,0.000000
l62,2273.823202,-199.002347,-1281.909276,-2021.006795,-1079.655220,2068.743900
l62_tn,-53.144028,102.506626,-53.144028,102.506626,0.000000,0.000000
l62_tm,-53.144028,102.506626,-53.144028,102.506626,0.000000,0.000000
l62_tpn,-53.295833,102.756626,-53.295833,102.756626,0.000000,0.000000
l63,2272.561466,-198.304820,-1280.801750,-2019.851118,-1079.028643,2066.864771
l63_tn,112.427450,-10.117274,112.427450,-10.117274,0.000000,0.000000
l63_tm,112.427450,-10.117274,112.427450,-10.117274,0.000000,0.000000
l63_tpn,112.705515,-10.123488,112.705515,-10.123488,0.000000,0.000000
l64,2271.068617,-197.079516,-1278.583463,-2017.563635,-1077.777538,2063.092682
l64_tn,-63.187425,-98.606096,-63.187425,-98.606096,0.000000,0.000000
l64_tm,-63.187425,-98.606096,-63.187425,-98.606096,0.000000,0.000000
l64_tpn,-63.506835,-99.187334,-63.506835,-99.187334,0.000000,0.000000
l65,2269.203130,-195.572730,-1277.323034,-2016.730175,-1076.311081,2058.531203
l66,2269.181059,-195.582603,-1277.354832,-2016.757085,-1075.600308,2056.870699
l66_tn,-52.220826,101.101104,-52.220826,101.101104,0.000000,0.000000
l66_tm,-52.220826,101.101104,-52.220826,101.101104,0.000000,0.000000
l66_tpn,-52.562326,101.665427,-52.562326,101.665427,0.000000,0.000000
l68,2317.673832,-223.604035,0.000000,0.000000,0.000000,0.000000
l68_tn,115.193317,-11.273643,115.193317,-11.273643,0.000000,0.000000
l68_tm,115.193317,-11.273643,115.193317,-11.273643,0.000000,0.000000
l68_tpn,115.366291,-11.278860,115.366291,-11.278860,0.000000,0.000000
l69,2314.521669,-225.101526,0.000000,0.000000,0.000000,0.000000
l69_tn,114.360550,-11.443896,114.360550,-11.443896,0.000000,0.000000
l69_tm,114.360550,-11.443896,114.360550,-11.443896,0.000000,0.000000
l69_tpn,114.784935,-11.457623,114.784935,-11.457623,0.000000,0.000000
l70,2312.284472,-226.163120,0.000000,0.000000,0.000000,0.000000
l70_tn,114.898957,-11.399625,114.898957,-11.399625,0.000000,0.000000
l70_tm,114.898957,-11.399625,114.898957,-11.399625,0.000000,0.000000
l70_tpn,115.097904,-11.405891,115.097904,-11.405891,0.000000,0.000000
l71,2311.026582,-226.760418,0.000000,0.000000,0.000000,0.000000
l71_tn,114.186213,-11.525361,114.186213,-11.525361,0.000000,0.000000
l71_tm,114.186213,-11.525361,114.186213,-11.525361,0.000000,0.000000
l71_tpn,114.611334,-11.539477,114.611334,-11.539477,0.000000,0.000000
l73,0.000000,0.000000,0.000000,0.000000,-1086.815190,2111.912635
l73_tn,-53.406335,104.498728,-53.406335,104.498728,0.000000,0.000000
l73_tm,-53.406335,104.498728,-53.406335,104.498728,0.000000,0.000000
l73_tpn,-53.646784,104.899962,-53.646784,104.899962,0.000000,0.000000
l74,0.000000,0.000000,0.000000,0.000000,-1083.740111,2110.004489
l74_tn,-53.250468,104.396983,-53.250468,104.396983,0.000000,0.000000
l74_tm,-53.250468,104.396983,-53.250468,104.396983,0.000000,0.000000
l74_tpn,-53.494510,104.804941,-53.494510,104.804941,0.000000,0.000000
l75,0.000000,0.000000,0.000000,0.000000,-1081.982603,2108.913485
l75_tn,-53.245022,104.479608,-53.245022,104.479608,0.000000,0.000000
l75_tm,-53.245022,104.479608,-53.245022,104.479608,0.000000,0.000000
l75_tpn,-53.406538,104.749832,-53.406538,104.749832,0.000000,0.000000
l76,2314.465589,-233.221528,-1318.206358,-2057.425701,-1086.174412,2112.936046
l77,2313.556390,-234.275303,-1318.692141,-2055.758854,-1084.785323,2112.486832
l77_tn,-65.521766,-101.537356,-65.521766,-101.537356,0.000000,0.000000
l77_tm,-65.521766,-101.537356,-65.521766,-101.537356,0.000000,0.000000
l77_tpn,-65.673332,-101.811102,-65.673332,-101.811102,0.000000,0.000000
l79,2312.888280,-235.162242,-1318.871280,-2055.835882,-1084.581899,2112.005565
l79_tn,114.293085,-11.941486,114.293085,-11.941486,0.000000,0.000000
l79_tm,114.293085,-11.941486,114.293085,-11.941486,0.000000,0.000000
l79_tpn,114.702532,-11.956520,114.702532,-11.956520,0.000000,0.000000
l80,2313.511746,-235.328505,-1318.410396,-2054.740649,-1082.102063,2111.695836
l80_tn,-65.512464,-101.495578,-65.512464,-101.495578,0.000000,0.000000
l80_tm,-65.512464,-101.495578,-65.512464,-101.495578,0.000000,0.000000
l80_tpn,-65.659214,-101.760549,-65.659214,-101.760549,0.000000,0.000000
l82,2313.495334,-237.112294,-1317.629601,-2055.520910,-1079.410639,2110.219365
l82_tn,114.356173,-12.039299,114.356173,-12.039299,0.000000,0.000000
l82_tm,114.356173,-12.039299,114.356173,-12.039299,0.000000,0.000000
l82_tpn,114.732170,-12.053402,114.732170,-12.053402,0.000000,0.000000
l83,2313.675611,-237.126863,-1317.475380,-2055.542051,-1079.023367,2110.141631
l83_tn,-53.483859,104.951701,-53.483859,104.951701,0.000000,0.000000
l83_tm,-53.483859,104.951701,-53.483859,104.951701,0.000000,0.000000
l83_tpn,-53.583037,105.117635,-53.583037,105.117635,0.000000,0.000000
l84,0.000000,0.000000,0.000000,0.000000,-1075.143704,2107.801009
l84_tn,-53.274014,104.806208,-53.274014,104.806208,0.000000,0.000000
l84_tm,-53.274014,104.806208,-53.274014,104.806208,0.000000,0.000000
l84_tpn,-53.390130,105.000935,-53.390130,105.000935,0.000000,0.000000
l85,0.000000,0.000000,0.000000,0.000000,-1073.066835,2106.503330
l85_tn,-52.773858,104.307687,-52.773858,104.307687,0.000000,0.000000
l85_tm,-52.773858,104.307687,-52.773858,104.307687,0.000000,0.000000
l85_tpn,-52.964880,104.629406,-52.964880,104.629406,0.000000,0.000000
l86,2309.729768,-244.794154,-1317.399948,-2054.294879,-1076.135339,2110.429117
l86_tn,-65.625635,-102.024341,-65.625635,-102.024341,0.000000,0.000000
l86_tm,-65.625635,-102.024341,-65.625635,-102.024341,0.000000,0.000000
l86_tpn,-65.714549,-102.185484,-65.714549,-102.185484,0.000000,0.000000
l87,2307.388628,-252.322607,-1317.174878,-2053.298779,-1069.439243,2107.553912
l87_tn,-65.391855,-101.318013,-65.391855,-101.318013,0.000000,0.000000
l87_tm,-65.391855,-101.318013,-65.391855,-101.318013,0.000000,0.000000
l87_tpn,-65.597890,-101.690065,-65.597890,-101.690065,0.000000,0.000000
l88,2302.378183,-256.101933,0.000000,0.000000,0.000000,0.000000
l88_tn,113.761314,-12.974646,113.761314,-12.974646,0.000000,0.000000
l88_tm,113.761314,-12.974646,113.761314,-12.974646,0.000000,0.000000
l88_tpn,114.178540,-12.993918,114.178540,-12.993918,0.000000,0.000000
l90,0.000000,0.000000,-1315.620115,-2050.472356,0.000000,0.000000
l90_tn,-65.330244,-101.206537,-65.330244,-101.206537,0.000000,0.000000
l90_tm,-65.330244,-101.206537,-65.330244,-101.206537,0.000000,0.000000
l90_tpn,-65.520364,-101.549792,-65.520364,-101.549792,0.000000,0.000000
l92,0.000000,0.000000,0.000000,0.000000,-1049.503819,2104.326891
l92_tn,-51.623127,104.221293,-51.623127,104.221293,0.000000,0.000000
l92_tm,-51.623127,104.221293,-51.623127,104.221293,0.000000,0.000000
l92_tpn,-51.796064,104.518270,-51.796064,104.518270,0.000000,0.000000
l94,2309.016750,-252.847059,0.000000,0.000000,0.000000,0.000000
l94_tn,114.208523,-12.820264,114.208523,-12.820264,0.000000,0.000000
l94_tm,114.208523,-12.820264,114.208523,-12.820264,0.000000,0.000000
l94_tpn,114.507460,-12.833541,114.507460,-12.833541,0.000000,0.000000
l95,2310.156143,-251.935121,-1314.909201,-2049.581079,-1059.945425,2108.367725
l95_tn,-65.491583,-101.772276,-65.491583,-101.772276,0.000000,0.000000
l95_tm,-65.491583,-101.772276,-65.491583,-101.772276,0.000000,0.000000
l95_tpn,-65.590261,-101.951031,-65.590261,-101.951031,0.000000,0.000000
l96,0.000000,0.000000,-1314.892893,-2049.046013,0.000000,0.000000
l96_tn,-65.507483,-101.775917,-65.507483,-101.775917,0.000000,0.000000
l96_tm,-65.507483,-101.775917,-65.507483,-101.775917,0.000000,0.000000
l96_tpn,-65.589394,-101.924266,-65.589394,-101.924266,0.000000,0.000000
l98,2314.875370,-227.526276,-1324.393266,-2060.337689,-1099.270421,2115.584555
l98_tn,114.521868,-11.568978,114.521868,-11.568978,0.000000,0.000000
l98_tm,114.521868,-11.568978,114.521868,-11.568978,0.000000,0.000000
l98_tpn,114.801151,-11.578275,114.801151,-11.578275,0.000000,0.000000
l99,2315.321224,-227.015507,-1324.218758,-2058.689618,-1097.920445,2115.989071
l99_tn,-65.732601,-101.568921,-65.732601,-101.568921,0.000000,0.000000
l99_tm,-65.732601,-101.568921,-65.732601,-101.568921,0.000000,0.000000
l99_tpn,-65.948021,-101.956782,-65.948021,-101.956782,0.000000,0.000000
l100,2315.690726,-227.063611,-1323.786995,-2058.721567,-1096.992175,2115.809281
l100_tn,-53.981822,104.814663,-53.981822,104.814663,0.000000,0.000000
l100_tm,-53.981822,104.814663,-53.981822,104.814663,0.000000,0.000000
l100_tpn,-54.150353,105.093905,-54.150353,105.093905,0.000000,0.000000
l102,0.000000,0.000000,0.000000,0.000000,-1098.539837,2113.441587
l102_tn,-54.458678,105.125375,-54.458678,105.125375,0.000000,0.000000
l102_tm,-54.458678,105.125375,-54.458678,105.125375,0.000000,0.000000
l102_tpn,-54.554421,105.283164,-54.554421,105.283164,0.000000,0.000000
l103,0.000000,0.000000,0.000000,0.000000,-1095.669654,2111.676360
l103_tn,-53.869852,104.531576,-53.869852,104.531576,0.000000,0.000000
l103_tm,-53.869852,104.531576,-53.869852,104.531576,0.000000,0.000000
l103_tpn,-54.085776,104.889136,-54.085776,104.889136,0.000000,0.000000
l104,0.000000,0.000000,0.000000,0.000000,-1092.580522,2109.774884
l104_tn,-53.751723,104.494434,-53.751723,104.494434,0.000000,0.000000
l104_tm,-53.751723,104.494434,-53.751723,104.494434,0.000000,0.000000
l104_tpn,-53.932373,104.794089,-53.932373,104.794089,0.000000,0.000000
l106,0.000000,0.000000,-1334.336138,-2045.689453,0.000000,0.000000
l106_tn,-66.232918,-100.928592,-66.232918,-100.928592,0.000000,0.000000
l106_tm,-66.232918,-100.928592,-66.232918,-100.928592,0.000000,0.000000
l106_tpn,-66.448253,-101.310554,-66.448253,-101.310554,0.000000,0.000000
l107,0.000000,0.000000,-1337.720530,-2026.037708,0.000000,0.000000
l107_tn,-66.432826,-100.018216,-66.432826,-100.018216,0.000000,0.000000
l107_tm,-66.432826,-100.018216,-66.432826,-100.018216,0.000000,0.000000
l107_tpn,-66.613546,-100.334657,-66.613546,-100.334657,0.000000,0.000000
l109,2279.359363,-257.227389,0.000000,0.000000,0.000000,0.000000
