# Volt_Dump_NR.csv run at 2013-08-28 14:00:00 PST on 804 powerflow objects (not all are nodes)
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
n610,264.288197,-18.583875,-144.925572,-226.060421,-119.362625,244.644295
n611,2258.086684,-214.590101,-1288.432649,-2012.720169,-1066.887103,2066.720706
l1,2424.627114,-37.977795,-1242.153229,-2108.458087,-1193.863112,2121.283180
l1_tn,119.677900,-2.262015,119.677900,-2.262015,0.000000,0.000000
l1_tm,119.677900,-2.262015,119.677900,-2.262015,0.000000,0.000000
l1_tpn,120.114823,-2.240805,120.114823,-2.240805,0.000000,0.000000
l2,0.000000,0.000000,-1243.467096,-2102.938976,0.000000,0.000000
l2_tn,-61.908393,-104.307529,-61.908393,-104.307529,0.000000,0.000000
l2_tm,-61.908393,-104.307529,-61.908393,-104.307529,0.000000,0.000000
l2_tpn,-62.020895,-104.529976,-62.020895,-104.529976,0.000000,0.000000
l4,0.000000,0.000000,0.000000,0.000000,-1182.268415,2116.725443
l4_tn,-57.991563,104.628813,-57.991563,104.628813,0.000000,0.000000
l4_tm,-57.991563,104.628813,-57.991563,104.628813,0.000000,0.000000
l4_tpn,-58.258420,105.041940,-58.258420,105.041940,0.000000,0.000000
l5,0.000000,0.000000,0.000000,0.000000,-1171.435816,2113.230520
l5_tn,-57.986040,105.011783,-57.986040,105.011783,0.000000,0.000000
l5_tm,-57.986040,105.011783,-57.986040,105.011783,0.000000,0.000000
l5_tpn,-58.121749,105.222611,-58.121749,105.222611,0.000000,0.000000
l6,0.000000,0.000000,0.000000,0.000000,-1170.093301,2112.454835
l6_tn,-57.393198,104.418798,-57.393198,104.418798,0.000000,0.000000
l6_tm,-57.393198,104.418798,-57.393198,104.418798,0.000000,0.000000
l6_tpn,-57.655784,104.828486,-57.655784,104.828486,0.000000,0.000000
l7,2396.694108,-66.829089,-1249.831253,-2096.283928,-1173.487372,2111.758637
l7_tn,118.951024,-3.514788,118.951024,-3.514788,0.000000,0.000000
l7_tm,118.951024,-3.514788,118.951024,-3.514788,0.000000,0.000000
l7_tpn,119.232547,-3.504124,119.232547,-3.504124,0.000000,0.000000
l9,2375.210816,-87.473873,0.000000,0.000000,0.000000,0.000000
l9_tn,117.283128,-4.696178,117.283128,-4.696178,0.000000,0.000000
l9_tm,117.283128,-4.696178,117.283128,-4.696178,0.000000,0.000000
l9_tpn,117.658469,-4.685898,117.658469,-4.685898,0.000000,0.000000
l10,2430.400692,-91.965891,0.000000,0.000000,0.000000,0.000000
l10_tn,120.652031,-4.764365,120.652031,-4.764365,0.000000,0.000000
l10_tm,120.652031,-4.764365,120.652031,-4.764365,0.000000,0.000000
l10_tpn,120.907620,-4.757224,120.907620,-4.757224,0.000000,0.000000
l11,2429.722338,-92.339551,0.000000,0.000000,0.000000,0.000000
l11_tn,119.968423,-4.945103,119.968423,-4.945103,0.000000,0.000000
l11_tm,119.968423,-4.945103,119.968423,-4.945103,0.000000,0.000000
l11_tpn,120.358857,-4.934870,120.358857,-4.934870,0.000000,0.000000
l12,0.000000,0.000000,-1254.854819,-2087.313304,0.000000,0.000000
l12_tn,-62.502680,-103.589145,-62.502680,-103.589145,0.000000,0.000000
l12_tm,-62.502680,-103.589145,-62.502680,-103.589145,0.000000,0.000000
l12_tpn,-62.586229,-103.751410,-62.586229,-103.751410,0.000000,0.000000
l16,0.000000,0.000000,0.000000,0.000000,-1133.838166,2093.955130
l16_tn,-55.610423,103.505320,-55.610423,103.505320,0.000000,0.000000
l16_tm,-55.610423,103.505320,-55.610423,103.505320,0.000000,0.000000
l16_tpn,-55.862108,103.906376,-55.862108,103.906376,0.000000,0.000000
l17,0.000000,0.000000,0.000000,0.000000,-1134.882887,2094.571861
l17_tn,-56.187375,104.105727,-56.187375,104.105727,0.000000,0.000000
l17_tm,-56.187375,104.105727,-56.187375,104.105727,0.000000,0.000000
l17_tpn,-56.304397,104.291418,-56.304397,104.291418,0.000000,0.000000
l19,2331.800632,-139.358382,0.000000,0.000000,0.000000,0.000000
l19_tn,115.070639,-7.251729,115.070639,-7.251729,0.000000,0.000000
l19_tm,115.070639,-7.251729,115.070639,-7.251729,0.000000,0.000000
l19_tpn,115.500305,-7.249813,115.500305,-7.249813,0.000000,0.000000
l20,2330.072127,-140.260230,0.000000,0.000000,0.000000,0.000000
l20_tn,114.937858,-7.296008,114.937858,-7.296008,0.000000,0.000000
l20_tm,114.937858,-7.296008,114.937858,-7.296008,0.000000,0.000000
l20_tpn,115.414917,-7.294099,115.414917,-7.294099,0.000000,0.000000
l22,0.000000,0.000000,-1265.282775,-2055.362911,0.000000,0.000000
l22_tn,-62.745032,-101.179415,-62.745032,-101.179415,0.000000,0.000000
l22_tm,-62.745032,-101.179415,-62.745032,-101.179415,0.000000,0.000000
l22_tpn,-62.989095,-101.639544,-62.989095,-101.639544,0.000000,0.000000
l24,0.000000,0.000000,0.000000,0.000000,-1114.662963,2077.379302
l24_tn,-54.698518,102.735583,-54.698518,102.735583,0.000000,0.000000
l24_tm,-54.698518,102.735583,-54.698518,102.735583,0.000000,0.000000
l24_tpn,-54.914011,103.081859,-54.914011,103.081859,0.000000,0.000000
l28,2331.349844,-145.826809,-1265.127342,-2061.164940,-1115.885235,2076.908395
l28_tn,115.000021,-7.570852,115.000021,-7.570852,0.000000,0.000000
l28_tm,115.000021,-7.570852,115.000021,-7.570852,0.000000,0.000000
l28_tpn,115.477406,-7.570061,115.477406,-7.570061,0.000000,0.000000
l29,2331.129136,-146.681620,-1265.008237,-2061.560966,-1115.065023,2076.312891
l29_tn,115.047366,-7.613102,115.047366,-7.613102,0.000000,0.000000
l29_tm,115.047366,-7.613102,115.047366,-7.613102,0.000000,0.000000
l29_tpn,115.465856,-7.612551,115.465856,-7.612551,0.000000,0.000000
l30,2331.724235,-146.711986,-1264.557140,-2061.629628,-1113.771188,2076.104136
l30_tn,-54.593653,102.573676,-54.593653,102.573676,0.000000,0.000000
l30_tm,-54.593653,102.573676,-54.593653,102.573676,0.000000,0.000000
l30_tpn,-54.870811,103.019184,-54.870811,103.019184,0.000000,0.000000
l31,0.000000,0.000000,0.000000,0.000000,-1141.912735,2128.214713
l31_tn,-56.509050,105.737196,-56.509050,105.737196,0.000000,0.000000
l31_tm,-56.509050,105.737196,-56.509050,105.737196,0.000000,0.000000
l31_tpn,-56.651892,105.965933,-56.651892,105.965933,0.000000,0.000000
l32,0.000000,0.000000,0.000000,0.000000,-1141.106408,2127.733627
l32_tn,-56.506957,105.774172,-56.506957,105.774172,0.000000,0.000000
l32_tm,-56.506957,105.774172,-56.506957,105.774172,0.000000,0.000000
l32_tpn,-56.611561,105.941738,-56.611561,105.941738,0.000000,0.000000
l33,2386.471735,-151.592677,0.000000,0.000000,0.000000,0.000000
l33_tn,117.730720,-7.864107,117.730720,-7.864107,0.000000,0.000000
l33_tm,117.730720,-7.864107,117.730720,-7.864107,0.000000,0.000000
l33_tpn,118.207792,-7.863775,118.207792,-7.863775,0.000000,0.000000
l34,0.000000,0.000000,0.000000,0.000000,-1136.606136,2095.589935
l34_tn,-55.750172,103.591918,-55.750172,103.591918,0.000000,0.000000
l34_tm,-55.750172,103.591918,-55.750172,103.591918,0.000000,0.000000
l34_tpn,-55.998968,103.987757,-55.998968,103.987757,0.000000,0.000000
l35,2327.987597,-144.958502,-1265.312632,-2049.809393,-1117.027766,2081.115310
l37,2324.479223,-146.779890,0.000000,0.000000,0.000000,0.000000
l37_tn,114.689105,-7.616845,114.689105,-7.616845,0.000000,0.000000
l37_tm,114.689105,-7.616845,114.689105,-7.616845,0.000000,0.000000
l37_tpn,115.136583,-7.616362,115.136583,-7.616362,0.000000,0.000000
l38,0.000000,0.000000,-1266.702811,-2046.574964,0.000000,0.000000
l38_tn,-63.044591,-101.483058,-63.044591,-101.483058,0.000000,0.000000
l38_tm,-63.044591,-101.483058,-63.044591,-101.483058,0.000000,0.000000
l38_tpn,-63.172656,-101.724037,-63.172656,-101.724037,0.000000,0.000000
l39,0.000000,0.000000,-1266.688750,-2045.561341,0.000000,0.000000
l39_tn,-63.078640,-101.497999,-63.078640,-101.497999,0.000000,0.000000
l39_tm,-63.078640,-101.497999,-63.078640,-101.497999,0.000000,0.000000
l39_tpn,-63.171833,-101.673283,-63.171833,-101.673283,0.000000,0.000000
l41,0.000000,0.000000,0.000000,0.000000,-1112.234843,2079.217616
l41_tn,-55.072337,103.355008,-55.072337,103.355008,0.000000,0.000000
l41_tm,-55.072337,103.355008,-55.072337,103.355008,0.000000,0.000000
l41_tpn,-55.178652,103.525720,-55.178652,103.525720,0.000000,0.000000
l42,2320.445346,-149.845027,-1265.930750,-2043.482077,-1109.609945,2078.419067
l42_tn,115.257751,-7.628992,115.257751,-7.628992,0.000000,0.000000
l42_tm,115.257751,-7.628992,115.257751,-7.628992,0.000000,0.000000
l42_tpn,115.432167,-7.628765,115.432167,-7.628765,0.000000,0.000000
l43,0.000000,0.000000,-1265.886672,-2040.400451,0.000000,0.000000
l43_tn,-62.753140,-100.405483,-62.753140,-100.405483,0.000000,0.000000
l43_tm,-62.753140,-100.405483,-62.753140,-100.405483,0.000000,0.000000
l43_tpn,-63.016827,-100.898428,-63.016827,-100.898428,0.000000,0.000000
l45,2316.689395,-152.365604,0.000000,0.000000,0.000000,0.000000
l45_tn,115.008221,-7.753814,115.008221,-7.753814,0.000000,0.000000
l45_tm,115.008221,-7.753814,115.008221,-7.753814,0.000000,0.000000
l45_tpn,115.245359,-7.753795,115.245359,-7.753795,0.000000,0.000000
l46,2315.886131,-152.778371,0.000000,0.000000,0.000000,0.000000
l46_tn,114.988140,-7.774276,114.988140,-7.774276,0.000000,0.000000
l46_tm,114.988140,-7.774276,114.988140,-7.774276,0.000000,0.000000
l46_tpn,115.205282,-7.774300,115.205282,-7.774300,0.000000,0.000000
l47,2315.017559,-153.576555,-1265.620123,-2038.702614,-1102.685302,2075.936122
l48,2314.345776,-153.841257,-1265.501474,-2037.980116,-1102.087615,2075.677817
l49,2314.153315,-154.911408,-1265.055745,-2037.325552,-1100.342177,2075.672843
l50,2314.173625,-155.302982,-1264.750157,-2037.493004,-1099.527060,2075.393220
l50_tn,-53.915961,102.576811,-53.915961,102.576811,0.000000,0.000000
l50_tm,-53.915961,102.576811,-53.915961,102.576811,0.000000,0.000000
l50_tpn,-54.164857,102.981545,-54.164857,102.981545,0.000000,0.000000
l51,2313.866941,-155.647419,-1264.862504,-2037.633191,-1099.632884,2075.267078
l51_tn,114.879699,-7.916560,114.879699,-7.916560,0.000000,0.000000
l51_tm,114.879699,-7.916560,114.879699,-7.916560,0.000000,0.000000
l51_tpn,115.104636,-7.916877,115.104636,-7.916877,0.000000,0.000000
l52,2328.304098,-135.135095,-1270.081251,-2064.260395,-1122.232439,2089.894882
l52_tn,114.854577,-7.042858,114.854577,-7.042858,0.000000,0.000000
l52_tm,114.854577,-7.042858,114.854577,-7.042858,0.000000,0.000000
l52_tpn,115.328041,-7.039944,115.328041,-7.039944,0.000000,0.000000
l53,2316.577336,-146.066898,-1274.201100,-2058.577375,-1113.888661,2086.665597
l53_tn,114.297594,-7.580407,114.297594,-7.580407,0.000000,0.000000
l53_tm,114.297594,-7.580407,114.297594,-7.580407,0.000000,0.000000
l53_tpn,114.745160,-7.579883,114.745160,-7.579883,0.000000,0.000000
l55,2309.107925,-152.720934,-1276.965753,-2054.551100,-1108.766757,2084.823526
l55_tn,114.623032,-7.770830,114.623032,-7.770830,0.000000,0.000000
l55_tm,114.623032,-7.770830,114.623032,-7.770830,0.000000,0.000000
l55_tpn,114.868153,-7.770902,114.868153,-7.770902,0.000000,0.000000
l56,2309.001335,-152.506709,-1277.142112,-2054.059191,-1108.848109,2085.012716
l56_tn,-63.583708,-101.891627,-63.583708,-101.891627,0.000000,0.000000
l56_tm,-63.583708,-101.891627,-63.583708,-101.891627,0.000000,0.000000
l56_tpn,-63.692563,-102.095466,-63.692563,-102.095466,0.000000,0.000000
l58,0.000000,0.000000,-1280.693768,-2039.026392,0.000000,0.000000
l58_tn,-63.731008,-101.093487,-63.731008,-101.093487,0.000000,0.000000
l58_tm,-63.731008,-101.093487,-63.731008,-101.093487,0.000000,0.000000
l58_tpn,-63.868164,-101.347512,-63.868164,-101.347512,0.000000,0.000000
l59,0.000000,0.000000,-1280.677846,-2038.246349,0.000000,0.000000
l59_tn,-63.775615,-101.138619,-63.775615,-101.138619,0.000000,0.000000
l59_tm,-63.775615,-101.138619,-63.775615,-101.138619,0.000000,0.000000
l59_tpn,-63.867249,-101.308287,-63.867249,-101.308287,0.000000,0.000000
l60,2258.086684,-214.590101,-1288.432649,-2012.720169,-1066.887103,2066.720706
l60_tn,112.156064,-10.840376,112.156064,-10.840376,0.000000,0.000000
l60_tm,112.156064,-10.840376,112.156064,-10.840376,0.000000,0.000000
l60_tpn,112.324665,-10.845260,112.324665,-10.845260,0.000000,0.000000
l62,2256.162876,-213.574308,-1286.719513,-2010.894006,-1065.561585,2062.995643
l62_tn,-52.306185,102.067229,-52.306185,102.067229,0.000000,0.000000
l62_tm,-52.306185,102.067229,-52.306185,102.067229,0.000000,0.000000
l62_tpn,-52.482945,102.361441,-52.482945,102.361441,0.000000,0.000000
l63,2254.823876,-212.859860,-1285.509255,-2009.606407,-1064.877875,2060.964789
l63_tn,111.348888,-10.870432,111.348888,-10.870432,0.000000,0.000000
l63_tm,111.348888,-10.870432,111.348888,-10.870432,0.000000,0.000000
l63_tpn,111.674437,-10.880177,111.674437,-10.880177,0.000000,0.000000
l64,2253.350630,-211.638310,-1283.085157,-2007.059172,-1063.512968,2056.886912
l64_tn,-63.279074,-97.702641,-63.279074,-97.702641,0.000000,0.000000
l64_tm,-63.279074,-97.702641,-63.279074,-97.702641,0.000000,0.000000
l64_tpn,-63.657452,-98.383347,-63.657452,-98.383347,0.000000,0.000000
l65,2251.499877,-210.132507,-1281.834668,-2006.240627,-1061.917393,2051.957696
l66,2251.473982,-210.143938,-1281.872045,-2006.271947,-1061.094803,2050.009796
l66_tn,-51.246387,100.464759,-51.246387,100.464759,0.000000,0.000000
l66_tm,-51.246387,100.464759,-51.246387,100.464759,0.000000,0.000000
l66_tpn,-51.642920,101.127598,-51.642920,101.127598,0.000000,0.000000
l68,2298.122503,-239.772246,0.000000,0.000000,0.000000,0.000000
l68_tn,114.112354,-12.093254,114.112354,-12.093254,0.000000,0.000000
l68_tm,114.112354,-12.093254,114.112354,-12.093254,0.000000,0.000000
l68_tpn,114.314912,-12.100994,114.314912,-12.100994,0.000000,0.000000
l69,2294.423011,-241.493623,0.000000,0.000000,0.000000,0.000000
l69_tn,113.137421,-12.283832,113.137421,-12.283832,0.000000,0.000000
l69_tm,113.137421,-12.283832,113.137421,-12.283832,0.000000,0.000000
l69_tpn,113.633759,-12.304074,113.633759,-12.304074,0.000000,0.000000
l70,2291.797481,-242.713954,0.000000,0.000000,0.000000,0.000000
l70_tn,113.767249,-12.237572,113.767249,-12.237572,0.000000,0.000000
l70_tm,113.767249,-12.237572,113.767249,-12.237572,0.000000,0.000000
l70_tpn,114.000120,-12.246837,114.000120,-12.246837,0.000000,0.000000
l71,2290.321347,-243.400110,0.000000,0.000000,0.000000,0.000000
l71_tn,112.933182,-12.377146,112.933182,-12.377146,0.000000,0.000000
l71_tm,112.933182,-12.377146,112.933182,-12.377146,0.000000,0.000000
l71_tpn,113.430250,-12.397921,113.430250,-12.397921,0.000000,0.000000
l73,0.000000,0.000000,0.000000,0.000000,-1070.489226,2105.352318
l73_tn,-52.443005,103.990018,-52.443005,103.990018,0.000000,0.000000
l73_tm,-52.443005,103.990018,-52.443005,103.990018,0.000000,0.000000
l73_tpn,-52.722398,104.461964,-52.722398,104.461964,0.000000,0.000000
l74,0.000000,0.000000,0.000000,0.000000,-1066.897929,2103.098110
l74_tn,-52.261423,103.870006,-52.261423,103.870006,0.000000,0.000000
l74_tm,-52.261423,103.870006,-52.261423,103.870006,0.000000,0.000000
l74_tpn,-52.544850,104.349784,-52.544850,104.349784,0.000000,0.000000
l75,0.000000,0.000000,0.000000,0.000000,-1064.845321,2101.809110
l75_tn,-52.254495,103.966709,-52.254495,103.966709,0.000000,0.000000
l75_tm,-52.254495,103.966709,-52.254495,103.966709,0.000000,0.000000
l75_tpn,-52.442077,104.284552,-52.442077,104.284552,0.000000,0.000000
l76,2294.865935,-249.480456,-1323.817692,-2045.186817,-1070.370244,2106.822894
l77,2293.790118,-250.696648,-1324.381596,-2043.219270,-1068.748654,2106.295708
l77_tn,-65.735102,-100.707069,-65.735102,-100.707069,0.000000,0.000000
l77_tm,-65.735102,-100.707069,-65.735102,-100.707069,0.000000,0.000000
l77_tpn,-65.914982,-101.027981,-65.914982,-101.027981,0.000000,0.000000
l79,2293.000388,-251.726080,-1324.592946,-2043.305547,-1068.514263,2105.733329
l79_tn,113.082692,-12.789166,113.082692,-12.789166,0.000000,0.000000
l79_tm,113.082692,-12.789166,113.082692,-12.789166,0.000000,0.000000
l79_tpn,113.561613,-12.810841,113.561613,-12.810841,0.000000,0.000000
l80,2293.727987,-251.919751,-1324.048901,-2042.019197,-1065.612086,2105.358728
l80_tn,-65.724141,-100.657863,-65.724141,-100.657863,0.000000,0.000000
l80_tm,-65.724141,-100.657863,-65.724141,-100.657863,0.000000,0.000000
l80_tpn,-65.898302,-100.968466,-65.898302,-100.968466,0.000000,0.000000
l82,2293.695388,-254.000311,-1323.139691,-2042.934760,-1062.468828,2103.616824
l82_tn,113.155551,-12.903395,113.155551,-12.903395,0.000000,0.000000
l82_tm,113.155551,-12.903395,113.155551,-12.903395,0.000000,0.000000
l82_tpn,113.595389,-12.923710,113.595389,-12.923710,0.000000,0.000000
l83,2293.906640,-254.018368,-1322.959019,-2042.960380,-1062.015267,2103.523598
l83_tn,-52.563122,104.535921,-52.563122,104.535921,0.000000,0.000000
l83_tm,-52.563122,104.535921,-52.563122,104.535921,0.000000,0.000000
l83_tpn,-52.678458,104.731273,-52.678458,104.731273,0.000000,0.000000
l84,0.000000,0.000000,0.000000,0.000000,-1057.484901,2100.755788
l84_tn,-52.318451,104.364134,-52.318451,104.364134,0.000000,0.000000
l84_tm,-52.318451,104.364134,-52.318451,104.364134,0.000000,0.000000
l84_tpn,-52.453395,104.593330,-52.453395,104.593330,0.000000,0.000000
l85,0.000000,0.000000,0.000000,0.000000,-1055.060641,2099.222369
l85_tn,-51.736504,103.776950,-51.736504,103.776950,0.000000,0.000000
l85_tm,-51.736504,103.776950,-51.736504,103.776950,0.000000,0.000000
l85_tpn,-51.958142,104.155306,-51.958142,104.155306,0.000000,0.000000
l86,2289.451226,-261.168041,-1323.479648,-2040.956699,-1060.405764,2104.521487
l86_tn,-65.891304,-101.251102,-65.891304,-101.251102,0.000000,0.000000
l86_tm,-65.891304,-101.251102,-65.891304,-101.251102,0.000000,0.000000
l86_tpn,-65.996913,-101.440123,-65.996913,-101.440123,0.000000,0.000000
l87,2286.707821,-268.818276,-1323.527405,-2039.385375,-1053.716184,2101.652768
l87_tn,-65.627639,-100.403472,-65.627639,-100.403472,0.000000,0.000000
l87_tm,-65.627639,-100.403472,-65.627639,-100.403472,0.000000,0.000000
l87_tpn,-65.872286,-100.839283,-65.872286,-100.839283,0.000000,0.000000
l88,2281.495557,-272.645343,0.000000,0.000000,0.000000,0.000000
l88_tn,112.500763,-13.818731,112.500763,-13.818731,0.000000,0.000000
l88_tm,112.500763,-13.818731,112.500763,-13.818731,0.000000,0.000000
l88_tpn,112.988551,-13.845503,112.988551,-13.845503,0.000000,0.000000
l90,0.000000,0.000000,-1322.021017,-2036.106611,0.000000,0.000000
l90_tn,-65.571330,-100.274698,-65.571330,-100.274698,0.000000,0.000000
l90_tm,-65.571330,-100.274698,-65.571330,-100.274698,0.000000,0.000000
l90_tpn,-65.797106,-100.676708,-65.797106,-100.676708,0.000000,0.000000
l92,0.000000,0.000000,0.000000,0.000000,-1033.355667,2098.180269
l92_tn,-50.681775,103.750762,-50.681775,103.750762,0.000000,0.000000
l92_tm,-50.681775,103.750762,-50.681775,103.750762,0.000000,0.000000
l92_tpn,-50.882703,104.100201,-50.882703,104.100201,0.000000,0.000000
l94,2287.915517,-269.531797,0.000000,0.000000,0.000000,0.000000
l94_tn,112.956417,-13.673967,112.956417,-13.673967,0.000000,0.000000
l94_tm,112.956417,-13.673967,112.956417,-13.673967,0.000000,0.000000
l94_tpn,113.305952,-13.692537,113.305952,-13.692537,0.000000,0.000000
l95,2289.254440,-268.475346,-1321.457723,-2035.087581,-1044.125289,2102.499985
l95_tn,-65.778635,-100.938799,-65.778635,-100.938799,0.000000,0.000000
l95_tm,-65.778635,-100.938799,-65.778635,-100.938799,0.000000,0.000000
l95_tpn,-65.895893,-101.148359,-65.895893,-101.148359,0.000000,0.000000
l96,0.000000,0.000000,-1321.435421,-2034.459065,0.000000,0.000000
l96_tn,-65.797368,-100.942998,-65.797368,-100.942998,0.000000,0.000000
l96_tm,-65.797368,-100.942998,-65.797368,-100.942998,0.000000,0.000000
l96_tpn,-65.894706,-101.116912,-65.894706,-101.116912,0.000000,0.000000
l98,2295.375599,-243.840710,-1329.936209,-2048.816737,-1083.825389,2109.384340
l98_tn,113.352401,-12.407318,113.352401,-12.407318,0.000000,0.000000
l98_tm,113.352401,-12.407318,113.352401,-12.407318,0.000000,0.000000
l98_tpn,113.679192,-12.420931,113.679192,-12.420931,0.000000,0.000000
l99,2295.900426,-243.242832,-1329.724369,-2046.881030,-1082.241561,2109.852875
l99_tn,-65.924892,-100.755215,-65.924892,-100.755215,0.000000,0.000000
l99_tm,-65.924892,-100.755215,-65.924892,-100.755215,0.000000,0.000000
l99_tpn,-66.180455,-101.209972,-66.180455,-101.209972,0.000000,0.000000
l100,2296.333346,-243.301320,-1329.218364,-2046.920931,-1081.154303,2109.636839
l100_tn,-53.053077,104.346341,-53.053077,104.346341,0.000000,0.000000
l100_tm,-53.053077,104.346341,-53.053077,104.346341,0.000000,0.000000
l100_tpn,-53.249057,104.674921,-53.249057,104.674921,0.000000,0.000000
l102,0.000000,0.000000,0.000000,0.000000,-1082.620984,2106.896000
l102_tn,-53.591887,104.714836,-53.591887,104.714836,0.000000,0.000000
l102_tm,-53.591887,104.714836,-53.591887,104.714836,0.000000,0.000000
l102_tpn,-53.703357,104.900602,-53.703357,104.900602,0.000000,0.000000
l103,0.000000,0.000000,0.000000,0.000000,-1079.268319,2104.810908
l103_tn,-52.906109,104.015584,-52.906109,104.015584,0.000000,0.000000
l103_tm,-52.906109,104.015584,-52.906109,104.015584,0.000000,0.000000
l103_tpn,-53.157033,104.436130,-53.157033,104.436130,0.000000,0.000000
l104,0.000000,0.000000,0.000000,0.000000,-1075.660293,2102.564797
l104_tn,-52.768206,103.971434,-52.768206,103.971434,0.000000,0.000000
l104_tm,-52.768206,103.971434,-52.768206,103.971434,0.000000,0.000000
l104_tpn,-52.978062,104.323855,-52.978062,104.323855,0.000000,0.000000
l106,0.000000,0.000000,-1340.102931,-2033.468732,0.000000,0.000000
l106_tn,-66.437115,-100.096128,-66.437115,-100.096128,0.000000,0.000000
l106_tm,-66.437115,-100.096128,-66.437115,-100.096128,0.000000,0.000000
l106_tpn,-66.692624,-100.543872,-66.692624,-100.543872,0.000000,0.000000
l107,0.000000,0.000000,-1343.376785,-2013.217265,0.000000,0.000000
l107_tn,-66.637212,-99.168380,-66.637212,-99.168380,0.000000,0.000000
l107_tm,-66.637212,-99.168380,-66.637212,-99.168380,0.000000,0.000000
l107_tpn,-66.851650,-99.539234,-66.851650,-99.539234,0.000000,0.000000
l109,2257.185310,-274.808945,0.000000,0.000000,0.000000,0.000000
